article_id,article_title,article_date,sentence,category,voice
12337,BBC Verify analyses footage of Yahya Sinwar's killing.,2024-10-19," As  we've  reported,  Hamas  leader  Yahya  Sinwar,  the  key  figure  behind  the  7  October  attacks  on  Israel,  was  killed  by  Israeli  troops  on  Wednesday. ",palestine,PASSIVE
12337,BBC Verify analyses footage of Yahya Sinwar's killing.,2024-10-19, Drone  footage  released  by  the  military  is  said  to  show  Sinwar's  final  moments  before  he  was  killed. ,palestine,PASSIVE
