article_id,article_title,article_date,sentence,category,voice
12978,"'If they really wanted a deal, why did they execute six hostages', says Israeli ministry envoy.",2024-09-02," 'If  they  really  wanted  a  deal,  why  did  they  execute  six  hostages',  says  Israeli  ministry  envoy. ",israel,ACTIVE
12978,"'If they really wanted a deal, why did they execute six hostages', says Israeli ministry envoy.",2024-09-02," “If  they  really  wanted  a  deal,  why  did  they  execute  six  innocent  hostages,”  she  said. ",israel,ACTIVE
