article_id,article_title,article_date,sentence,category,voice
3370,World Food Programme halts Gaza staff movements,2024-08-28," The  Israeli  military  launched  a  campaign  in  Gaza  to  destroy  Hamas  in  response  to  an  unprecedented  attack  on  southern  Israel  on  7  October,  during  which  about  1,200  people  were  killed  and  251  others  were  taken  hostage. ",israel,PASSIVE
3370,World Food Programme halts Gaza staff movements,2024-08-28," More  than  40,500  people  have  been  killed  in  Gaza  since  then,  according  to  the  territory's  Hamas-run  health  ministry. ",palestine,PASSIVE
3370,World Food Programme halts Gaza staff movements,2024-08-28," Also  in  Deir  al-Balah  on  Wednesday,  local  medics  said  at  least  eight  Palestinians  had  been  killed  in  an  air  strike  near  a  school  housing  displaced  people  in  the  town. ",palestine,PASSIVE
3370,World Food Programme halts Gaza staff movements,2024-08-28," Another  11  people  were  reportedly  killed  in  strikes  in  the  southern  city  of  Khan  Younis,  where  Israeli  tanks  were  said  to  have  advanced  into  the  city  centre. ",palestine,PASSIVE
