article_id,article_title,article_date,sentence,category,voice
12590,"After Hezbollah strike kills four, Beirut residents fear Israel's response.",2024-10-14," After  Hezbollah  strike  kills  four,  Beirut  residents  fear  Israel's  response. ",israel,ACTIVE
12590,"After Hezbollah strike kills four, Beirut residents fear Israel's response.",2024-10-14," We  brought  you  news  earlier  that  a  drone  strike  killed  four  Israeli  soldiers  last  night,  marking  one  of  the  deadliest  attacks  by  Hezbollah  since  the  war  began. ",israel,ACTIVE
