article_id,article_title,article_date,sentence,category,voice
12749,"'Israel will stand together,' says Netanyahu after eight soldiers killed.",2024-10-02," 'Israel  will  stand  together,'  says  Netanyahu  after  eight  soldiers  killed. ",israel,ACTIVE
12749,"'Israel will stand together,' says Netanyahu after eight soldiers killed.",2024-10-02," Israeli  Prime  Minister  Benjamin  Netanyahu  says  the  country  will  ""stand  together""  as  he  sends  condolences  to  the  families  of  the  eight  Israeli  soldiers  killed  in  Lebanon  today. ",israel,
