article_id,article_title,article_date,sentence,category,voice
13015,"Yotam Peer, whose brother was killed on 7 October, attends first demonstration.",2024-09-01," Yotam  Peer,  whose  brother  was  killed  on  7  October,  attends  first  demonstration. ",israel,PASSIVE
13015,"Yotam Peer, whose brother was killed on 7 October, attends first demonstration.",2024-09-01," On  the  edge  of  the  protest  I’ve  just  been  speaking  to  24-year-old  Yotam  Peer,  whose  21-year-old  brother  was  killed  on  7  October. ",israel,PASSIVE
